year,pitcher_id,pitch_type,run_value_per_100,run_value,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
2022,607216,FF,-0.8,-3,83,0.23,0.405,0.319,15.2,15.7,14.1,0.233,0.415,0.316,41.9
2022,669912,SIFT,1.8,6,83,0.347,0.556,0.431,10.2,7.2,10.3,0.319,0.512,0.397,40.3
2022,657248,CUKC,0.4,1,83,0.303,0.5,0.382,23.8,14.5,14.6,0.283,0.477,0.366,39.1
2022,670124,FC,0.5,2,83,0.229,0.471,0.358,25.2,10.8,17.3,0.239,0.467,0.364,29.5
2022,573009,CH,0,0,83,0.235,0.358,0.258,32.2,19.3,19.5,0.236,0.353,0.258,30.3
2022,669270,SIFT,2.9,8,83,0.352,0.493,0.407,15,10.8,15.5,0.25,0.332,0.312,41.3
2022,640455,SL,0.3,1,83,0.218,0.436,0.303,28.2,22.9,19.8,0.214,0.323,0.256,33.3
2022,670167,FF,-0.7,-2,82,0.181,0.306,0.273,33.3,39,23.4,0.166,0.279,0.248,46.3
2022,450203,SIFT,0.6,2,82,0.292,0.375,0.364,6.7,9.8,17.8,0.335,0.454,0.387,46.9
2022,656412,SL,0.3,1,82,0.243,0.338,0.299,36,25.6,22.1,0.24,0.344,0.294,37
2022,657044,SIFT,0.4,1,82,0.273,0.442,0.359,17.4,11,23.1,0.267,0.381,0.302,44.9
2022,506433,FS,-1.7,-4,82,0.138,0.25,0.177,39.7,47.6,24.4,0.16,0.255,0.192,39
2022,669060,CH,3.9,11,82,0.301,0.534,0.406,18.8,12.2,13.9,0.31,0.499,0.387,54.7
2022,608678,FF,2,6,82,0.342,0.63,0.451,18.9,19.5,15.7,0.237,0.396,0.314,55.2
2022,605135,CUKC,-0.8,-3,82,0.156,0.195,0.198,26.5,25.6,17.4,0.181,0.222,0.21,10.7
2022,666168,SIFT,-1.5,-4,82,0.233,0.288,0.275,16.1,8.5,10.8,0.256,0.335,0.302,32.8
2022,669302,CUKC,-0.4,-1,82,0.253,0.43,0.301,23.3,17.1,19.4,0.277,0.433,0.313,48.5
2022,641778,CUKC,1,4,81,0.324,0.595,0.409,17,9.9,13.6,0.324,0.57,0.402,34.3
2022,605507,FF,-0.2,-1,81,0.225,0.352,0.315,25.5,19.8,13.7,0.261,0.459,0.358,38.2
2022,657093,ST,-0.8,-2,81,0.185,0.346,0.235,26.3,18.5,16.1,0.217,0.394,0.262,25.8
2022,666214,FF,-0.4,-1,81,0.209,0.343,0.313,14.1,13.6,12,0.215,0.37,0.335,41.4
2022,669203,SL,-0.5,-1,81,0.16,0.309,0.198,49.7,40.7,27.5,0.178,0.275,0.195,27.1
2022,621345,FC,0.9,3,81,0.338,0.5,0.369,36.2,28.4,24,0.235,0.331,0.268,27.8
2022,614179,CH,0,0,81,0.229,0.3,0.298,31.3,29.6,21.4,0.19,0.3,0.269,44.7
2022,600917,SL,-2.4,-7,81,0.156,0.247,0.19,42.1,38.3,30.7,0.13,0.213,0.17,23.4
2022,592791,CH,1.9,5,81,0.276,0.526,0.362,18.9,9.9,12.9,0.307,0.517,0.376,30.9
2022,657376,ST,-1,-4,81,0.183,0.282,0.251,40.7,34.6,25.9,0.159,0.283,0.241,33.3
2022,656464,FF,1.2,4,81,0.279,0.397,0.361,15.3,14.8,14.1,0.256,0.389,0.337,35.1
2022,628452,FF,-1.7,-5,81,0.192,0.315,0.259,29,32.1,26.8,0.228,0.431,0.316,47.9
2022,676760,CH,-2.9,-8,80,0.141,0.211,0.216,40.9,36.3,33,0.142,0.216,0.218,25.6
2022,621112,FC,2,7,80,0.368,0.645,0.444,26.1,10,19,0.297,0.418,0.332,23.5
2022,493603,SIFT,-1.6,-5,80,0.222,0.278,0.272,15,23.8,20.7,0.194,0.243,0.243,30.2
2022,598264,FF,0.2,1,80,0.238,0.397,0.349,23.6,13.8,13.6,0.251,0.488,0.388,50
2022,666142,FF,4,13,80,0.388,0.701,0.513,11.6,12.5,10.6,0.306,0.516,0.408,47.4
2022,593974,SIFT,-0.7,-2,80,0.225,0.254,0.3,24.3,12.5,18.5,0.25,0.328,0.299,35.5
2022,623474,SL,-2.7,-9,80,0.123,0.205,0.183,28.3,17.5,20.9,0.204,0.34,0.268,35
2022,640444,SIFT,0.6,2,80,0.294,0.412,0.378,13.1,10,14.5,0.313,0.447,0.383,26.7
2022,643256,SIFT,1.3,4,80,0.356,0.507,0.422,14.5,3.8,12,0.35,0.474,0.385,50.7
2022,543135,CUKC,-0.5,-2,80,0.197,0.355,0.264,33.8,36.3,24.4,0.164,0.253,0.199,31.3
2022,594580,SIFT,-0.3,-1,80,0.269,0.313,0.363,16.1,15,16.2,0.231,0.279,0.3,38.2
2022,502043,CH,0.9,3,80,0.263,0.4,0.286,27.7,21.3,17.7,0.216,0.294,0.221,23.8
2022,593958,FC,-1,-4,80,0.24,0.36,0.298,14.2,17.5,20,0.269,0.38,0.308,29.5
2022,445926,SIFT,3.6,11,80,0.434,0.697,0.507,13.3,18.8,16.5,0.398,0.605,0.449,58.1
2022,598287,FF,-0.6,-2,80,0.197,0.377,0.338,28.4,28.7,22.5,0.196,0.42,0.353,42.5
2022,676092,SL,0,0,79,0.247,0.384,0.303,28.1,19,15.5,0.276,0.431,0.335,39.7
2022,502085,CUKC,-2.2,-6,79,0.093,0.213,0.179,44.4,49.4,28.1,0.132,0.229,0.183,41.7
2022,660730,FF,3.7,10,79,0.354,0.8,0.526,10.6,12.7,14.9,0.311,0.699,0.476,61.8
2022,656557,SIFT,-0.7,-2,79,0.288,0.301,0.301,26.6,15.2,24,0.251,0.323,0.286,41
2022,663423,ST,-3,-8,79,0.158,0.25,0.187,25.2,27.8,28.9,0.193,0.313,0.232,36.4
2022,605182,SIFT,-3.2,-9,79,0.136,0.182,0.231,16.7,19,18.8,0.208,0.343,0.313,49
2022,641329,SL,2,6,79,0.324,0.446,0.358,22.5,17.7,14,0.253,0.344,0.289,36.7
2022,669330,CH,-2,-6,79,0.197,0.342,0.259,33.1,21.5,17.3,0.18,0.288,0.22,25.4
2022,475479,FF,-1.7,-6,79,0.197,0.295,0.323,21.2,19,13.5,0.252,0.45,0.391,47.8
2022,666374,FF,1.2,4,79,0.379,0.466,0.471,20,10.1,10.5,0.35,0.529,0.464,52
2022,622098,SL,1,3,79,0.234,0.455,0.301,35.5,35.4,25,0.203,0.382,0.262,36.7
2022,595881,FF,0.7,2,78,0.348,0.435,0.376,10.2,9,11.9,0.325,0.475,0.38,52.4
2022,641154,SIFT,-0.5,-1,78,0.224,0.388,0.333,22.1,2.6,5.6,0.273,0.374,0.34,40
2022,680704,SL,-0.1,0,78,0.176,0.25,0.251,41.7,38.5,24.2,0.123,0.186,0.207,15.8
2022,669674,FF,0.6,2,78,0.303,0.485,0.404,21.2,15.4,15.8,0.28,0.428,0.354,44.6
2022,572193,SL,0.1,0,78,0.173,0.307,0.235,42.9,30.8,20.5,0.219,0.373,0.272,33.3
2022,664199,SL,-0.4,-1,78,0.192,0.329,0.235,35.5,33.3,23,0.192,0.267,0.218,22.4
2022,664854,SL,-1.6,-5,78,0.111,0.292,0.215,53.5,50,33.1,0.135,0.294,0.229,42.4
2022,592094,SL,-3.8,-13,78,0.096,0.178,0.145,46.1,39.7,32,0.156,0.304,0.22,18.6
2022,598287,CH,1.5,4,78,0.246,0.391,0.316,31.7,30.8,20.2,0.207,0.346,0.292,37.8
2022,659275,SL,0.2,1,78,0.157,0.3,0.227,52.3,50,33.9,0.155,0.266,0.216,45.5
2022,656794,FF,0.1,0,78,0.222,0.349,0.345,22.6,20.5,22.9,0.229,0.388,0.349,44.7
2022,605177,SL,-1.6,-4,78,0.085,0.127,0.162,60.4,56.4,26.5,0.121,0.174,0.175,31
2022,621112,CUKC,-1.5,-5,78,0.16,0.307,0.216,31.3,37.2,21,0.2,0.307,0.237,41.3
2022,571927,CH,-0.7,-2,78,0.2,0.307,0.248,25.5,20.5,20.3,0.228,0.319,0.256,37.3
2022,675627,FF,0.8,2,77,0.268,0.408,0.363,9.2,9.1,13.5,0.239,0.359,0.292,43.8
2022,669060,SL,1.5,4,77,0.24,0.453,0.33,20.7,16.9,17.8,0.314,0.53,0.364,33.3
2022,595881,SIFT,1.3,3,77,0.358,0.627,0.479,9.8,9.1,15.9,0.284,0.445,0.365,53.3
2022,660761,SL,-0.5,-2,77,0.153,0.333,0.236,31.1,28.6,17.7,0.183,0.357,0.261,30
2022,593334,FF,1.6,5,77,0.319,0.569,0.41,14.8,6.5,7.9,0.279,0.484,0.351,47.8
2022,623451,FF,-1.3,-5,77,0.209,0.299,0.294,24.9,28.6,16.3,0.212,0.316,0.29,33.3
2022,593334,CH,-1.6,-4,77,0.192,0.315,0.266,20.9,14.3,15.1,0.231,0.331,0.267,33.9
2022,621249,SIFT,-0.4,-1,77,0.277,0.323,0.368,16.9,14.3,28.2,0.26,0.342,0.332,33.3
2022,608379,FC,-1.9,-6,77,0.23,0.392,0.289,15,5.2,9.8,0.323,0.545,0.383,38
2022,642152,SIFT,1.5,4,77,0.4,0.5,0.423,14.4,10.4,21.1,0.291,0.389,0.337,45.2
2022,650893,FF,0.9,2,77,0.25,0.484,0.376,16.5,11.7,9.7,0.259,0.501,0.389,34.5
2022,628452,CH,-1.6,-4,77,0.169,0.225,0.21,42.4,39,29.1,0.169,0.245,0.206,25.6
2022,665001,SIFT,-1,-3,76,0.231,0.415,0.336,16.2,18.4,15.1,0.22,0.405,0.329,19.6
2022,458681,SIFT,2.4,6,76,0.37,0.575,0.442,18,5.3,5.6,0.374,0.563,0.417,53.6
2022,666721,FF,1.8,6,76,0.309,0.559,0.4,19.7,22.4,17.7,0.253,0.48,0.35,50
2022,477132,CUKC,-2,-6,76,0.184,0.237,0.187,43.8,42.1,29.9,0.19,0.233,0.186,18.2
2022,606424,SL,-0.1,0,76,0.217,0.319,0.269,20.8,15.8,17.1,0.229,0.419,0.311,37.9
2022,628708,SL,2,7,76,0.257,0.471,0.321,35.4,25,18.3,0.222,0.305,0.253,28.3
2022,471911,SIFT,1.3,4,76,0.391,0.609,0.456,18.6,2.6,11.8,0.368,0.522,0.417,34.3
2022,608665,SL,-0.6,-2,75,0.232,0.362,0.294,42.2,34.7,28.9,0.209,0.322,0.257,34.1
2022,605135,ST,1.2,3,75,0.171,0.314,0.262,35.3,38.7,20.3,0.192,0.303,0.246,17.1
2022,600917,FF,2.5,7,75,0.298,0.579,0.452,28.7,18.7,17.9,0.264,0.505,0.411,47.7
2022,665665,SL,0.8,2,75,0.239,0.388,0.305,31.2,25.3,17.8,0.192,0.314,0.26,26.5
2022,662253,FF,1.4,5,75,0.328,0.493,0.4,22.3,24,13.8,0.267,0.402,0.324,56
2022,571710,SL,-0.8,-2,75,0.203,0.348,0.263,27.4,17.3,22.4,0.202,0.325,0.255,28.1
2022,669424,SL,-0.9,-2,75,0.2,0.277,0.273,34.4,26.7,19.4,0.17,0.246,0.25,31.1
2022,607625,SIFT,1.8,4,75,0.343,0.571,0.413,13.3,20,26.8,0.274,0.437,0.334,30.9
2022,641771,CUKC,1.7,5,75,0.219,0.469,0.357,21.8,24,13.8,0.224,0.364,0.327,41.3
2022,595881,CH,-1.5,-4,75,0.188,0.304,0.25,29.7,17.3,14.3,0.228,0.316,0.274,25
2022,672282,CH,1.5,4,75,0.268,0.408,0.325,24.3,12,11.8,0.299,0.438,0.34,38.7
2022,676477,CH,-1.9,-4,75,0.113,0.225,0.175,27.3,22.7,18.3,0.208,0.307,0.244,29.1
2022,663158,FF,-0.4,-1,75,0.226,0.387,0.337,25.6,38.7,22.1,0.161,0.311,0.287,45.5
2022,643377,FF,0.5,2,75,0.258,0.53,0.371,19.3,14.7,10.4,0.26,0.496,0.362,44.6
2022,641793,SL,0.7,2,75,0.319,0.493,0.359,29.2,17.3,16,0.23,0.315,0.266,31
2022,659262,FF,-0.8,-2,75,0.196,0.429,0.373,23.5,20,21.1,0.218,0.393,0.372,36.6
2022,669203,CH,-0.2,-1,75,0.222,0.431,0.293,46.7,33.3,20.7,0.231,0.422,0.298,27.1
2022,592717,CUKC,2.3,7,74,0.3,0.514,0.366,27.6,27,17.9,0.268,0.443,0.327,42
2022,642121,FF,-0.5,-2,74,0.292,0.508,0.38,24.8,17.6,16.7,0.309,0.566,0.41,50.9
2022,664123,SL,-2.1,-7,74,0.149,0.224,0.205,30.1,36.5,25.2,0.16,0.285,0.233,31.7
2022,607259,FC,-0.7,-2,74,0.25,0.391,0.333,25.9,9.5,15.2,0.277,0.486,0.378,35.1
2022,594311,SIFT,0.8,2,74,0.273,0.409,0.364,12.5,18.9,20.6,0.268,0.419,0.34,48.1
2022,669373,CH,-0.7,-2,74,0.2,0.243,0.222,47.5,39.2,27.9,0.186,0.227,0.21,26.8
2022,594577,SL,1.1,4,74,0.29,0.536,0.407,34,18.9,15.9,0.295,0.489,0.358,57.1
2022,643493,FF,2.6,7,74,0.29,0.652,0.426,16.7,16.2,15.2,0.261,0.527,0.361,42.1
2022,448179,ST,1.9,4,74,0.225,0.352,0.28,31.6,35.1,23.9,0.175,0.34,0.239,26.7
2022,672578,CUKC,-0.2,0,74,0.212,0.303,0.256,23,16.2,16.7,0.238,0.322,0.286,29.1
2022,663558,FF,0,0,74,0.27,0.349,0.325,26,24.3,25,0.211,0.33,0.294,43.5
2022,665152,CH,1.3,4,74,0.273,0.348,0.319,26.3,18.9,11.9,0.253,0.335,0.304,28.8
2022,502043,FF,-0.4,-1,73,0.231,0.354,0.308,14.6,12.3,12,0.286,0.52,0.378,42.1
2022,622554,SIFT,-2.7,-7,73,0.206,0.324,0.26,13.6,9.6,17.1,0.305,0.455,0.354,47.5
2022,663423,FF,1.6,4,73,0.345,0.672,0.475,15.9,12.3,13.2,0.352,0.701,0.495,58
2022,676760,FF,-2,-7,73,0.115,0.192,0.286,26.3,26,19,0.163,0.279,0.328,35.3
2022,621051,ST,-2.3,-6,73,0.116,0.232,0.167,32.6,28.8,20.6,0.137,0.214,0.171,20.4
2022,506433,SIFT,-1.3,-3,73,0.164,0.343,0.256,15,20.5,22.1,0.217,0.447,0.318,42.3
2022,670167,SIFT,-2.6,-7,73,0.214,0.271,0.245,23.4,11,26.7,0.219,0.279,0.238,38.7
2022,666808,SIFT,0.1,0,73,0.242,0.274,0.292,21,16.4,28.6,0.213,0.257,0.283,38
2022,607625,CUKC,-1.7,-6,73,0.159,0.261,0.211,30.8,30.1,20.2,0.209,0.338,0.255,22.9
2022,656849,CH,0.8,3,73,0.194,0.29,0.286,22.3,11,11.6,0.254,0.34,0.317,38.2
2022,657265,FF,-0.6,-2,73,0.224,0.345,0.299,29.5,24.7,17.3,0.238,0.392,0.325,48.9
2022,621016,SL,-0.2,-1,73,0.169,0.271,0.277,42,30.1,21.8,0.18,0.271,0.289,34.2
2022,660853,SL,-1.9,-5,73,0.174,0.29,0.196,37.3,34.2,25.3,0.195,0.259,0.205,34
2022,666201,CH,-1.1,-4,73,0.145,0.333,0.227,21.7,9.6,14.3,0.218,0.348,0.268,35.5
2022,628708,SIFT,0,0,73,0.271,0.288,0.336,23.6,16.4,15.8,0.254,0.306,0.332,34
2022,572070,SL,1.4,4,73,0.232,0.362,0.295,31.8,27.4,19.8,0.234,0.362,0.275,26
2022,594835,CUKC,-0.2,-1,73,0.275,0.391,0.319,15.6,11,9.9,0.287,0.42,0.324,45.2
2022,607259,SIFT,-1.7,-4,73,0.197,0.227,0.249,12.8,16.4,18.2,0.23,0.277,0.267,31.5
2022,668868,FF,-1.6,-5,72,0.172,0.25,0.247,15.5,18.1,12.5,0.215,0.32,0.286,41.2
2022,593958,CH,3.6,9,72,0.304,0.565,0.42,26.5,8.3,8.3,0.227,0.372,0.276,27
2022,621242,FF,-0.6,-2,72,0.266,0.406,0.34,41.2,41.7,35.3,0.204,0.278,0.266,32.4
2022,571948,CUKC,-1,-4,72,0.203,0.305,0.291,32.8,26.4,18.6,0.206,0.262,0.279,23.8
2022,605182,FC,0.4,1,72,0.261,0.449,0.324,30.1,12.5,15,0.288,0.473,0.343,33.3
2022,657508,FF,-0.1,0,72,0.375,0.516,0.413,14.8,9.7,10.6,0.29,0.5,0.376,46.6
2022,625643,SL,0,0,72,0.214,0.314,0.247,37.4,30.6,22.2,0.185,0.24,0.192,28.6
2022,606160,SIFT,-1.3,-3,72,0.25,0.309,0.309,19.7,16.7,20.7,0.26,0.333,0.284,21.4
2022,669145,SL,1.4,3,72,0.288,0.576,0.382,33.9,27.8,28.2,0.273,0.52,0.372,44.7
2022,425794,FF,0.5,1,72,0.281,0.351,0.366,14.3,16.7,10.8,0.268,0.369,0.366,35.6
2022,571901,FC,-0.2,-1,72,0.2,0.369,0.298,37.7,27.8,20.2,0.251,0.397,0.32,31.1
2022,543037,CUKC,0.9,3,72,0.261,0.391,0.304,36.9,31.9,24,0.222,0.406,0.287,32.6
2022,475479,FC,0.8,2,72,0.292,0.415,0.345,17.5,31.9,25.3,0.216,0.308,0.268,16.3
2022,518516,CH,-1.3,-4,72,0.145,0.246,0.201,18.5,5.6,8,0.246,0.355,0.278,36.9
2022,570666,SIFT,0.5,1,72,0.313,0.388,0.326,14.2,5.6,13.3,0.294,0.469,0.346,43.8
2022,592761,CH,-1.2,-3,72,0.156,0.219,0.241,40.4,25,20.9,0.185,0.265,0.246,21.3
2022,434671,FC,-1.9,-6,71,0.21,0.226,0.258,20.4,21.1,13.4,0.194,0.256,0.259,29.8
2022,659275,FF,2.4,6,71,0.352,0.574,0.469,19.8,8.5,15,0.319,0.56,0.454,43.8
2022,622554,FF,-0.6,-2,71,0.161,0.268,0.282,35.4,35.2,21.9,0.164,0.233,0.276,34.4
2022,607481,SIFT,0.6,2,71,0.339,0.484,0.401,20,14.1,26.3,0.285,0.412,0.353,55.8
2022,641927,SL,-1.4,-3,71,0.188,0.261,0.213,37,35.2,30.5,0.242,0.384,0.283,44.4
2022,669169,CUKC,2.2,7,71,0.234,0.359,0.305,25.6,19.7,15.6,0.305,0.498,0.366,57.7
2022,453343,CUKC,1.3,4,71,0.273,0.348,0.313,30.3,29.6,21.4,0.242,0.324,0.289,48.9
2022,676092,SIFT,1.6,5,71,0.373,0.525,0.439,12.6,9.9,15.6,0.334,0.502,0.414,47.2
2022,656557,FF,0.5,1,71,0.246,0.351,0.341,19.3,16.9,20.3,0.275,0.467,0.393,41.3
2022,667297,CUKC,-1,-3,70,0.212,0.333,0.261,42.2,44.3,28.7,0.209,0.296,0.248,31.4
2022,623465,FC,-3.2,-8,70,0.169,0.2,0.194,16.7,18.6,27.7,0.212,0.287,0.25,22.6
2022,668948,FC,-1.5,-4,70,0.185,0.292,0.266,19.4,14.3,15.9,0.236,0.397,0.303,36.4
2022,664092,SIFT,-1.2,-3,70,0.267,0.45,0.355,12.5,17.1,21.4,0.238,0.344,0.308,39.2
2022,657044,SL,0.7,2,70,0.219,0.281,0.273,33.9,32.9,20.7,0.19,0.272,0.243,24.4
2022,643290,FF,2.1,6,70,0.25,0.679,0.445,13.3,14.3,15.4,0.276,0.706,0.471,50
2022,657746,CH,1.5,4,70,0.277,0.492,0.354,18.5,11.4,9.2,0.272,0.432,0.331,31.6
2022,596001,CH,2.3,7,70,0.358,0.642,0.45,18.7,7.1,7,0.328,0.563,0.395,32.3
2022,579328,CH,-1.8,-4,70,0.116,0.188,0.141,39.6,42.9,29.1,0.167,0.239,0.173,35
2022,656685,CUKC,1.2,3,70,0.277,0.415,0.34,36,31.4,31.4,0.247,0.39,0.304,48.8
2022,573009,CUKC,0.4,1,70,0.227,0.379,0.295,44.9,42.9,29.7,0.192,0.307,0.253,38.9
2022,593423,SL,0.9,3,69,0.284,0.507,0.368,34.6,18.8,18.3,0.264,0.467,0.321,23.6
2022,545343,SL,-0.4,-1,69,0.213,0.377,0.328,28.1,21.7,16.7,0.245,0.374,0.317,32.6
2022,572193,FF,-0.3,-1,69,0.259,0.448,0.373,13.1,8.7,8.8,0.218,0.351,0.311,24.5
2022,596057,CH,-1.3,-4,69,0.152,0.242,0.191,41.2,40.6,22.6,0.192,0.234,0.209,42.1
2022,592826,SL,1.3,4,69,0.23,0.443,0.335,31.6,21.7,16.1,0.191,0.36,0.283,36.2
2022,608678,SL,-1.2,-3,69,0.188,0.328,0.257,55.3,42,24.4,0.215,0.349,0.276,34.3
2022,669211,CH,2.3,5,69,0.25,0.469,0.346,28.2,14.5,16.7,0.249,0.464,0.335,29.6
2022,641540,FC,1.3,4,69,0.293,0.397,0.377,20.2,18.8,22.4,0.242,0.332,0.322,26.7
2022,666808,FC,1.8,6,69,0.34,0.604,0.45,24.5,15.9,11.1,0.271,0.457,0.385,45.5
2022,666129,FF,0.8,3,69,0.25,0.531,0.367,16.2,17.4,10.2,0.275,0.569,0.382,46.2
2022,669145,FF,2.3,7,68,0.435,0.758,0.512,12,5.9,5.1,0.39,0.746,0.493,51.7
2022,547973,FF,0.5,2,68,0.216,0.294,0.348,31.9,22.1,23.8,0.224,0.338,0.34,31.6
2022,664285,CH,-1.8,-5,68,0.239,0.269,0.222,23.8,17.6,22.6,0.206,0.29,0.223,32.7
2022,623474,SIFT,1.6,5,68,0.397,0.603,0.451,7.8,4.4,14.3,0.354,0.564,0.419,43.3
2022,621249,FC,0.1,0,68,0.246,0.295,0.313,25.4,14.7,14.7,0.303,0.387,0.343,27.5
2022,614179,CUKC,-1.2,-4,68,0.143,0.238,0.202,38.5,33.8,28,0.181,0.274,0.235,25
2022,605397,SIFT,-0.9,-2,68,0.313,0.478,0.366,8.1,5.9,14.8,0.256,0.413,0.294,22.2
2022,621368,SIFT,0.7,2,68,0.35,0.583,0.437,18.7,11.8,21.6,0.351,0.553,0.423,45.3
2022,672851,CUKC,1.5,4,68,0.328,0.459,0.385,18.3,19.1,12.5,0.257,0.346,0.3,28
2022,571800,SIFT,-1.8,-4,68,0.206,0.286,0.276,6,7.4,11.9,0.268,0.381,0.312,32.8
2022,519151,SL,-2.5,-6,68,0.152,0.182,0.163,51.7,48.5,41.8,0.159,0.209,0.177,30.3
2022,608648,FF,0.1,0,68,0.288,0.525,0.395,23.1,25,21.5,0.297,0.509,0.382,53.5
2022,605288,FF,1.2,4,67,0.233,0.367,0.307,16.5,32.8,16.2,0.208,0.354,0.28,38.5
2022,641501,ST,-1,-3,67,0.175,0.302,0.233,26.5,29.9,22.7,0.202,0.339,0.26,25.6
2022,543475,CH,2.5,8,67,0.302,0.54,0.404,23.8,16.4,13.9,0.266,0.416,0.319,26.9
2022,678394,CH,-2.9,-7,67,0.158,0.158,0.228,44.2,31.3,22.1,0.168,0.214,0.239,16.2
2022,502042,CH,0.5,1,67,0.183,0.367,0.287,35.5,28.4,26,0.187,0.284,0.264,31
2022,621383,SL,1.5,4,67,0.286,0.524,0.378,15.2,7.5,5.5,0.296,0.514,0.369,46.6
2022,572070,CH,-0.4,-1,67,0.2,0.267,0.269,25.4,17.9,19.7,0.229,0.285,0.273,35.4
2022,669467,CUKC,2.3,7,67,0.302,0.54,0.378,30.9,29.9,19.4,0.216,0.352,0.272,48.8
2022,608718,CH,-2.6,-7,67,0.097,0.113,0.138,50,40.3,28.4,0.14,0.163,0.175,11.4
2022,543272,FF,0.7,2,66,0.222,0.333,0.342,17.3,18.2,15.2,0.242,0.472,0.377,38.1
2022,596057,ST,1.4,4,66,0.2,0.418,0.333,37.9,28.8,26,0.2,0.359,0.318,25
2022,489119,FC,1,3,66,0.25,0.411,0.349,14.3,10.6,17.9,0.289,0.469,0.376,44
2022,641729,SL,-0.8,-2,66,0.182,0.227,0.19,42.4,40.9,27,0.187,0.247,0.2,30.8
2022,669270,SL,2.1,6,66,0.328,0.557,0.379,34.8,30.3,20.6,0.227,0.383,0.279,34.9
2022,656793,SL,-1.4,-4,66,0.161,0.196,0.229,37.1,30.3,24.7,0.176,0.206,0.239,27
2022,595345,FF,0.3,1,66,0.263,0.439,0.344,16.3,18.2,11.4,0.275,0.398,0.336,42.6
2022,663986,SL,-0.8,-2,66,0.217,0.283,0.258,33.6,16.7,24.4,0.217,0.275,0.243,27.5
2022,650633,SIFT,-2.7,-8,66,0.258,0.371,0.289,25.2,22.7,34.1,0.278,0.432,0.331,45.7
2022,666721,CH,-0.4,-1,66,0.186,0.322,0.279,27.4,22.7,19,0.24,0.359,0.317,38.6
2022,666120,CUKC,0.9,3,66,0.286,0.476,0.348,37.5,16.7,12.5,0.214,0.317,0.251,34.6
2022,663546,SIFT,1.2,3,66,0.362,0.483,0.437,6.5,12.1,14.3,0.318,0.467,0.383,48
2022,570632,CH,3.5,9,66,0.316,0.386,0.406,23,6.1,5.6,0.269,0.343,0.322,25.9
2022,608678,FC,-0.3,-1,66,0.305,0.407,0.355,33.6,10.6,18.4,0.264,0.366,0.31,30.2
2022,675921,FC,4.3,10,66,0.355,0.758,0.483,24.6,18.2,13.3,0.301,0.556,0.374,41.2
2022,456034,FF,-1.3,-3,66,0.217,0.383,0.289,21,15.2,20,0.301,0.495,0.37,41.2
2022,543238,FF,2.3,6,66,0.288,0.635,0.455,21.9,13.6,13.4,0.287,0.642,0.447,52.3
2022,641501,SIFT,3,7,66,0.321,0.5,0.427,14.5,12.1,13.8,0.354,0.543,0.438,50
2022,592332,SL,1.3,5,66,0.333,0.46,0.354,36.8,13.6,13.6,0.302,0.41,0.311,30.4
2022,570666,CH,1.7,4,66,0.344,0.426,0.38,19.8,9.1,10.2,0.317,0.409,0.345,40
2022,621074,SL,1,3,65,0.258,0.484,0.334,44,41.5,32.9,0.194,0.375,0.275,45.7
2022,600921,SIFT,-3.2,-11,65,0.164,0.164,0.232,15.6,7.7,11.6,0.262,0.363,0.338,32
2022,669270,FF,-0.5,-1,65,0.25,0.417,0.314,28.6,21.5,18.9,0.267,0.459,0.329,41.7
2022,681911,SL,0.6,2,65,0.23,0.262,0.255,39,36.9,25,0.195,0.247,0.216,28.9
2022,446372,CH,-0.7,-2,65,0.226,0.258,0.229,33.8,24.6,24.6,0.242,0.313,0.25,27.1
2022,543037,CH,1,3,65,0.194,0.435,0.282,30.7,24.6,20,0.219,0.391,0.282,32.6
2022,642545,FF,1.6,4,65,0.274,0.565,0.368,21,18.5,13.3,0.238,0.474,0.319,44
2022,669923,CUKC,0.3,1,65,0.305,0.492,0.359,13.7,10.8,14,0.319,0.509,0.375,35.2
2022,628708,FF,0.2,0,65,0.236,0.4,0.352,15.8,20,19.7,0.241,0.377,0.332,52.4
2022,642758,CH,-3.6,-8,65,0.143,0.27,0.205,29.6,20,17.3,0.224,0.324,0.252,26
2022,593576,SIFT,-1.2,-3,65,0.25,0.286,0.295,11.7,13.8,21.4,0.224,0.256,0.274,31.3
2022,621111,FC,-2.3,-6,65,0.242,0.29,0.274,26.2,18.5,21.8,0.274,0.338,0.29,30
2022,656685,SIFT,0.3,1,65,0.286,0.446,0.366,15.1,6.2,10.5,0.28,0.415,0.344,33.3
2022,592716,SL,1.1,3,65,0.266,0.344,0.302,30.8,29.2,17.6,0.241,0.336,0.259,20
2022,573204,CUKC,0.8,2,65,0.234,0.391,0.274,33,35.4,23,0.203,0.317,0.234,26.8
2022,592094,FF,-1.7,-5,65,0.211,0.298,0.28,36.3,29.2,20.7,0.138,0.19,0.211,28.9
2022,669952,CUKC,2,6,64,0.259,0.431,0.338,17.6,17.2,15.7,0.268,0.391,0.322,40.4
2022,669169,SL,0,0,64,0.254,0.424,0.326,21,7.8,6,0.278,0.411,0.33,43.6
2022,607237,FF,0.3,1,64,0.196,0.239,0.323,17.4,23.4,22.4,0.209,0.286,0.342,34.4
2022,455119,FC,-1.5,-4,64,0.29,0.306,0.295,24.7,18.8,25,0.247,0.305,0.256,39.2
2022,605194,FF,-1.7,-6,64,0.231,0.442,0.341,20.8,7.8,7.8,0.256,0.496,0.369,30.6
