year,pitcher_id,pitch_type,run_value_per_100,run_value,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
2022,676637,FF,3.4,2,12,0.455,0.727,0.521,3.7,0,0,0.336,0.707,0.465,45.5
2022,605347,FF,-1.1,-1,11,0.286,0.286,0.418,28.6,18.2,12.5,0.329,0.703,0.532,100
2022,448179,CH,-1.9,-2,11,0.111,0.111,0.209,5.6,18.2,9.1,0.122,0.202,0.24,42.9
2022,656794,CUKC,6.4,4,11,0.375,0.375,0.436,8.3,36.4,14.8,0.168,0.196,0.306,25
2022,663753,CUKC,-2.6,-1,11,0.1,0.2,0.177,13.6,9.1,5.9,0.159,0.277,0.23,44.4
2022,621295,SL,1.7,1,11,0.375,0.625,0.5,5.9,0,0,0.272,0.551,0.443,62.5
2022,641501,FF,3.8,2,11,0.333,1,0.568,16.7,9.1,9.1,0.407,1.088,0.63,62.5
2022,502624,SIFT,4.6,3,11,0.5,1,0.6,11.1,9.1,7.1,0.41,0.775,0.574,33.3
2022,608371,SL,-1.5,-1,11,0.222,0.444,0.291,29.4,36.4,28.6,0.153,0.331,0.231,33.3
2022,670426,SL,2.4,1,11,0.3,0.5,0.373,34.8,18.2,11.1,0.246,0.312,0.285,37.5
2022,641682,FF,-4.6,-2,11,0.1,0.1,0.145,15.4,9.1,10,0.101,0.124,0.152,22.2
2022,608652,CUKC,0.6,0,11,0.182,0.455,0.29,27.3,54.5,37.5,0.155,0.283,0.188,20
2022,670059,FC,-5.8,-2,11,0,0,0.14,6.7,9.1,14.3,0.061,0.07,0.185,0
2022,650644,FS,5.8,3,11,0.5,0.8,0.573,10,0,0,0.277,0.624,0.405,50
2022,675540,SL,-3.7,-2,11,0.182,0.182,0.164,39.1,9.1,5.6,0.323,0.377,0.31,30
2022,607216,SL,5,2,11,0.5,0.8,0.509,20,0,0,0.366,0.72,0.422,36.4
2022,669022,CH,2.1,1,11,0.333,0.556,0.436,44,27.3,21.4,0.213,0.355,0.329,66.7
2022,623211,SIFT,0,0,11,0.333,0.333,0.373,40,0,0,0.309,0.347,0.365,11.1
2022,547184,SL,-0.5,0,11,0.2,0.5,0.327,28.6,27.3,18.8,0.207,0.348,0.28,14.3
2022,667373,FF,-2.3,-1,11,0,0,0.273,21.1,9.1,10,0.184,0.235,0.324,42.9
2022,571479,CH,2.9,2,11,0.4,0.6,0.455,48.3,9.1,8.3,0.316,0.487,0.384,33.3
2022,657376,CH,4,2,11,0.25,0.375,0.386,29.4,0,0,0.222,0.432,0.394,12.5
2022,676103,SL,10,4,11,0.375,0.625,0.5,50,27.3,21.4,0.292,0.349,0.395,40
2022,621366,CH,1.5,1,11,0.273,0.727,0.409,29.6,18.2,12.5,0.234,0.486,0.303,44.4
2022,622379,SIFT,-6.1,-2,11,0.182,0.182,0.245,14.3,18.2,16.7,0.287,0.383,0.29,44.4
2022,547973,SIFT,-1.8,-1,11,0.1,0.1,0.145,18.8,54.5,18.2,0.174,0.247,0.229,75
2022,666159,CH,3,2,11,0.364,0.909,0.527,34.3,18.2,16.7,0.321,0.886,0.502,44.4
2022,592804,CH,2.3,1,11,0.3,0.3,0.309,26.3,9.1,8.3,0.224,0.376,0.3,33.3
2022,666214,CUKC,-1.8,-1,11,0.1,0.1,0.145,26.3,36.4,14.8,0.196,0.325,0.267,33.3
2022,663947,FF,0.2,0,11,0.444,0.778,0.555,20,0,0,0.385,0.669,0.497,66.7
2022,669854,FF,3,2,11,0.444,0.889,0.586,27.6,18.2,20,0.352,0.769,0.519,28.6
2022,673316,FF,2.4,1,11,0.273,0.727,0.409,27.8,18.2,40,0.365,0.69,0.45,44.4
2022,676917,CUKC,10.5,3,11,0.5,0.75,0.582,37.5,36.4,22.2,0.153,0.36,0.347,50
2022,664076,SIFT,-0.6,0,11,0.111,0.111,0.291,20.8,18.2,13.3,0.27,0.309,0.334,14.3
2022,656814,FF,-4.2,-1,11,0.111,0.111,0.209,35.7,36.4,30.8,0.245,0.422,0.362,60
2022,571510,SIFT,-5,-1,11,0,0,0.127,14.3,18.2,100,0.251,0.489,0.388,28.6
2022,596271,FF,1.6,1,11,0.3,0.7,0.441,14.8,45.5,16.7,0.251,0.442,0.333,80
2022,642028,CH,5.3,2,11,0.4,0.7,0.491,18.8,9.1,9.1,0.364,0.694,0.476,55.6
2022,592454,FF,7.6,3,11,0.286,1.143,0.618,14.3,18.2,14.3,0.19,0.486,0.435,40
2022,489265,CH,-0.2,0,11,0.3,0.4,0.341,20,27.3,10,0.317,0.367,0.338,14.3
2022,606273,CH,-1.8,-1,11,0.182,0.182,0.164,32,36.4,22.2,0.171,0.204,0.167,14.3
2022,622098,CH,-3.6,-2,11,0,0,0.064,56.5,63.6,36.8,0.045,0.094,0.118,33.3
2022,446372,FF,7.8,3,11,0.273,0.545,0.345,11.8,18.2,7.4,0.29,0.509,0.338,44.4
2022,656954,CH,-7.6,-2,11,0.2,0.2,0.245,5.9,0,0,0.394,0.486,0.354,63.6
2022,664337,SL,-2.5,-1,11,0.2,0.4,0.291,43.3,18.2,18.2,0.166,0.233,0.222,25
2022,592662,CUKC,6.3,4,10,0.7,1.7,0.995,9.5,0,0,0.312,0.695,0.425,50
2022,605463,FF,1.4,1,10,0.25,0.375,0.355,22.2,20,10.5,0.281,0.65,0.457,50
2022,593576,SL,-0.7,0,10,0.2,0.3,0.215,16.7,10,11.1,0.191,0.209,0.176,22.2
2022,667725,FF,-6.5,-2,10,0.111,0.111,0.16,16.7,0,,0.273,0.333,0.31,22.2
2022,621121,FC,-3,-2,10,0,0,0.07,31.8,10,20,0.143,0.161,0.193,12.5
2022,592712,SL,-1.4,0,10,0.222,0.556,0.36,14.3,10,20,0.25,0.628,0.405,37.5
2022,623474,FF,-1.1,0,10,0.2,0.2,0.18,20,20,7.7,0.263,0.377,0.273,62.5
2022,664942,CUKC,-2.9,-1,10,0.2,0.2,0.18,25,20,11.8,0.288,0.339,0.28,50
2022,641672,FF,10.8,2,10,0.5,1,0.645,13.3,0,0,0.432,0.672,0.521,75
2022,656492,FF,2.1,1,10,0.167,0.167,0.256,12.5,20,20,0.255,0.323,0.42,50
2022,593958,SL,6.5,4,10,0.5,1,0.63,20,10,4.5,0.514,1.157,0.71,66.7
2022,543056,CH,0.2,0,10,0.2,0.3,0.215,29.4,10,8.3,0.201,0.262,0.202,11.1
2022,640470,SIFT,-10.5,-2,10,0.111,0.111,0.16,7.1,0,0,0.294,0.337,0.322,11.1
2022,663947,FC,-4,-1,10,0.111,0.111,0.16,12.5,10,9.1,0.238,0.338,0.293,37.5
2022,605242,CH,0.8,1,10,0.222,0.333,0.285,42.9,30,25,0.246,0.306,0.286,33.3
2022,681911,CH,1.1,0,10,0.222,0.222,0.25,22.7,20,10,0.209,0.242,0.251,0
2022,650496,SIFT,10.3,3,10,0.556,0.667,0.555,33.3,0,0,0.514,0.645,0.525,44.4
2022,542194,FA,-3.6,-1,10,0.222,0.222,0.25,14.3,10,12.5,0.207,0.402,0.302,62.5
2022,643524,FA,11.3,3,10,0.444,1.444,0.76,21.4,0,0,0.421,1.158,0.656,55.6
2022,689225,CUKC,9.9,5,10,0.5,1.4,0.78,12.5,0,0,0.37,0.834,0.505,70
2022,672282,ST,-1.1,0,10,0.111,0.222,0.195,6.3,20,12.5,0.202,0.375,0.294,42.9
2022,668665,CH,-1.1,0,10,0.111,0.111,0.16,42.9,40,21.1,0.064,0.074,0.124,20
2022,664337,FC,12,4,10,0.6,1,0.775,28.6,20,33.3,0.352,0.477,0.356,50
2022,669358,CH,3.3,1,10,0.2,0.5,0.38,5.6,0,0,0.311,0.557,0.362,50
2022,605156,CH,-0.8,0,10,0.2,0.6,0.325,22.7,20,16.7,0.324,0.778,0.47,37.5
2022,676720,SL,2.7,1,10,0.2,0.8,0.4,30,20,13.3,0.218,0.559,0.321,75
2022,668970,SIFT,7.8,3,10,0.444,0.778,0.54,23.5,10,25,0.348,0.515,0.403,62.5
2022,543548,CUKC,7.3,2,10,0.333,0.778,0.415,7.1,10,25,0.299,0.647,0.362,44.4
2022,621011,FA,21.3,6,10,0.7,1.5,0.92,5.9,0,0,0.523,1.036,0.653,70
2022,665871,CH,3.6,2,10,0.333,0.444,0.375,37.5,30,16.7,0.262,0.351,0.312,66.7
2022,605151,CH,-1.9,-1,10,0,0,0.14,23.8,20,11.1,0.106,0.184,0.236,16.7
2022,607192,CUKC,-5.2,-1,10,0,0,0.07,75,80,42.1,0.054,0.203,0.178,50
2022,663630,FA,13.4,4,10,0.714,0.857,0.555,12.5,0,0,0.373,0.494,0.376,44.4
2022,656271,SIFT,0.6,0,10,0.5,0.875,0.61,26.3,20,50,0.409,0.809,0.559,66.7
2022,663765,CUKC,-2.3,-1,10,0,0,0.07,0,20,18.2,0.191,0.355,0.278,28.6
2022,595939,FF,6.3,2,10,0.5,0.5,0.6,16.7,0,0,0.444,0.592,0.603,0
2022,657585,FC,0.8,0,10,0.375,0.875,0.555,33.3,30,20,0.268,0.552,0.419,60
2022,676974,SL,1.9,1,10,0.2,0.6,0.325,42.1,50,31.3,0.155,0.457,0.256,60
2022,660593,SL,-3.2,-1,10,0.1,0.1,0.09,27.3,20,12.5,0.095,0.096,0.087,12.5
2022,674681,CH,-6.4,-2,10,0.1,0.1,0.09,37.5,30,27.3,0.176,0.199,0.163,14.3
2022,641853,CUKC,6.9,2,10,0.5,1,0.63,27.8,20,22.2,0.463,0.882,0.571,37.5
2022,554430,CH,4.4,2,10,0.333,1,0.56,23.5,20,15.4,0.385,0.812,0.528,42.9
2022,683769,FC,2.7,1,10,0.2,0.8,0.4,17.4,30,23.1,0.215,0.462,0.284,71.4
2022,641682,SIFT,1.7,1,10,0.5,0.5,0.55,16.7,10,16.7,0.294,0.318,0.441,40
2022,672710,CH,5.5,3,10,0.333,0.667,0.54,0,0,0,0.301,0.406,0.345,22.2
2022,666205,CUKC,2.1,1,10,0.2,0.3,0.285,38.9,40,14.8,0.288,0.409,0.371,33.3
2022,519242,SL,-2.6,-1,10,0.125,0.25,0.265,18.2,40,30.8,0.184,0.254,0.293,50
2022,670955,CUKC,0.1,0,10,0.1,0.2,0.215,26.7,30,23.1,0.286,0.351,0.276,71.4
2022,657240,CH,-1.3,-1,10,0.125,0.125,0.178,26.3,20,15.4,0.12,0.175,0.19,14.3
2022,607359,FF,0.1,0,10,0.143,0.571,0.41,26.1,10,9.1,0.298,0.604,0.477,50
2022,642048,SIFT,3.9,1,10,0.4,0.8,0.505,0,0,0,0.425,0.899,0.555,70
2022,606993,FA,2.6,1,10,0.3,0.4,0.305,16.7,10,14.3,0.363,0.498,0.377,22.2
2022,620443,FA,-0.5,0,10,0.333,0.667,0.47,15,0,0,0.341,0.726,0.473,60
2022,571917,FF,-4.8,-1,10,0,0,0.35,14.3,10,25,0.186,0.253,0.445,75
2022,425844,SIFT,6.5,3,10,0.5,0.8,0.56,23.5,10,33.3,0.353,0.523,0.38,66.7
2021,592662,FF,-1.1,-21,471,0.222,0.431,0.318,24,24.6,21.1,0.243,0.457,0.328,43.2
2021,640455,SIFT,-0.1,-2,438,0.273,0.463,0.343,25,26,19.3,0.266,0.469,0.339,45.2
2021,592332,FF,-0.6,-10,421,0.257,0.416,0.335,19.5,19.2,19.5,0.278,0.485,0.352,44.8
2021,641816,FF,-0.6,-11,387,0.236,0.435,0.337,27,34.6,21.5,0.215,0.365,0.308,41.2
2021,669203,FC,-1.6,-21,364,0.237,0.328,0.29,32.1,32.1,31,0.199,0.29,0.255,32.1
2021,543294,SIFT,0.1,1,357,0.291,0.475,0.369,13.2,14.6,18.9,0.281,0.442,0.339,34.2
2021,605288,SIFT,-1.8,-23,355,0.209,0.268,0.29,13.8,15.8,17.4,0.235,0.317,0.303,37.1
2021,572070,FF,0.3,4,355,0.304,0.487,0.389,17.8,14.6,15.8,0.313,0.515,0.395,52.5
2021,656302,FF,-0.1,-1,352,0.264,0.449,0.366,23,19.3,18,0.276,0.502,0.385,46.8
2021,622608,FF,-0.3,-4,352,0.295,0.394,0.327,13.8,10.8,12.3,0.296,0.423,0.332,41.5
2021,628711,FF,0,0,350,0.274,0.479,0.352,21.1,23.7,19.8,0.251,0.461,0.332,38.3
2021,554430,FF,-1,-14,341,0.226,0.318,0.28,26,33.1,24.1,0.215,0.315,0.272,32.7
2021,457918,FF,0.1,2,336,0.266,0.532,0.382,20.3,22.9,17.7,0.256,0.507,0.366,46.5
2021,601713,FF,0.1,2,336,0.255,0.435,0.35,20.9,24.1,17.4,0.233,0.411,0.324,46.3
2021,621111,FF,-1.3,-19,335,0.203,0.367,0.296,20.1,23.6,19.1,0.242,0.425,0.332,45.8
2021,608566,FF,0.1,1,331,0.275,0.44,0.369,14,7.6,12,0.322,0.512,0.403,46.4
2021,571927,SIFT,-0.5,-7,326,0.296,0.422,0.355,18.7,21.8,19.1,0.276,0.426,0.34,42.2
2021,669432,FF,-1.2,-16,325,0.222,0.344,0.306,26.8,30.5,26.1,0.218,0.362,0.306,40.2
2021,669302,FF,-1.5,-19,324,0.254,0.401,0.311,21.6,21.9,17.7,0.258,0.438,0.323,50.6
2021,663474,FF,0.5,6,322,0.227,0.465,0.359,19.2,19.9,18.9,0.259,0.471,0.365,44.3
2021,605200,SIFT,1.4,18,318,0.305,0.5,0.407,9.8,10.7,12.7,0.331,0.565,0.434,55
2021,450203,CUKC,-2,-22,315,0.127,0.187,0.184,40.1,40.3,29.9,0.173,0.245,0.228,23.5
2021,543037,FF,-1.2,-17,312,0.225,0.398,0.292,27.6,34,24.1,0.223,0.421,0.295,49.5
2021,642547,FF,-1.7,-20,310,0.156,0.308,0.278,30.9,35.5,28.9,0.176,0.322,0.281,41.9
2021,592351,FF,1.3,15,309,0.331,0.518,0.404,17.1,15.9,16.1,0.291,0.46,0.362,44.2
2021,592791,FF,-0.5,-6,306,0.199,0.399,0.296,28,28.8,21.6,0.202,0.404,0.294,46.9
2021,607074,FF,-2,-26,301,0.199,0.336,0.278,29.7,29.9,25.4,0.205,0.366,0.281,40
2021,592332,FS,-2.1,-23,301,0.13,0.218,0.189,46.3,45.8,29,0.155,0.232,0.194,34.5
2021,453286,FF,-1.4,-18,299,0.193,0.359,0.281,30.7,31.1,26.2,0.201,0.38,0.285,40.8
2021,677651,FF,-0.2,-3,299,0.301,0.488,0.384,19.1,16.4,17.2,0.298,0.506,0.389,50.2
2021,663903,SIFT,0.8,11,297,0.325,0.459,0.401,22.3,20.2,18.8,0.269,0.415,0.351,40.8
2021,608331,FF,-1.1,-11,294,0.264,0.4,0.322,16.4,14.3,15.8,0.272,0.395,0.32,38.2
2021,622491,CH,-0.3,-3,293,0.208,0.309,0.279,32.7,28.3,18.8,0.199,0.267,0.245,29.7
2021,489119,FC,-0.3,-4,293,0.282,0.489,0.359,18.5,13,19.1,0.269,0.437,0.329,35.6
2021,573186,SIFT,-0.4,-4,292,0.293,0.426,0.356,16.7,13.7,17.7,0.305,0.478,0.365,48.7
2021,502043,SIFT,-0.2,-2,291,0.265,0.377,0.33,17.7,15.8,20.9,0.265,0.397,0.33,49.5
2021,425794,CUKC,-1.1,-11,290,0.212,0.336,0.261,27,24.8,22,0.239,0.363,0.283,27.6
2021,605483,FF,-0.8,-10,289,0.213,0.406,0.328,21.4,26,23.1,0.248,0.501,0.37,44.5
2021,571578,SL,0.3,4,287,0.211,0.406,0.299,40.7,33.4,23.5,0.209,0.4,0.282,38.7
2021,571760,FF,0,0,287,0.271,0.537,0.371,27.8,27.5,18.9,0.236,0.45,0.328,45
2021,641540,SIFT,-0.5,-5,286,0.278,0.425,0.35,12.6,17.5,22.8,0.291,0.456,0.363,50.5
2021,608337,CH,-1.1,-11,283,0.218,0.383,0.287,35.4,31.8,26.3,0.202,0.296,0.248,24.7
2021,669373,FF,0.8,9,283,0.291,0.611,0.42,24,24.7,19.2,0.306,0.625,0.429,52.5
2021,543475,FF,1,12,283,0.298,0.603,0.416,20,17,15.6,0.272,0.547,0.388,45.2
2021,448179,CUKC,-0.7,-7,282,0.228,0.305,0.294,20,17.7,15.1,0.247,0.37,0.321,29.9
2021,543135,FF,-0.2,-2,282,0.312,0.468,0.36,19.4,22,18.7,0.265,0.401,0.314,38.9
2021,608344,FF,-0.6,-6,281,0.257,0.397,0.322,18.7,19.9,18.1,0.265,0.439,0.334,42.2
2021,501985,FF,-0.3,-4,278,0.246,0.472,0.342,18.9,22.3,20.5,0.224,0.447,0.316,36.3
2021,621244,SIFT,-1.1,-10,278,0.231,0.347,0.311,14.6,18.3,20.9,0.267,0.386,0.335,37.4
2021,448179,FF,0.2,3,278,0.266,0.512,0.36,22,25.5,25.8,0.254,0.482,0.341,42.1
2021,664285,SIFT,-0.9,-9,276,0.263,0.356,0.325,13.8,7.6,13.2,0.276,0.409,0.337,49.8
2021,621076,FF,0.2,2,276,0.25,0.471,0.357,27.8,25.7,20.5,0.232,0.431,0.332,43.5
2021,663903,SL,0.3,3,271,0.241,0.382,0.314,29.1,25.5,22.2,0.246,0.388,0.303,35.2
2021,668678,FF,-1,-11,271,0.218,0.368,0.316,15.4,25.5,21.6,0.234,0.388,0.316,47.4
2021,664299,FF,-0.1,-1,271,0.226,0.421,0.353,26.4,24.4,21.3,0.273,0.53,0.401,51
2021,608337,FF,0,0,270,0.251,0.427,0.339,25.6,22.2,17.2,0.255,0.45,0.342,42.8
2021,676840,SIFT,0.3,3,270,0.318,0.506,0.389,10.1,7,12.8,0.288,0.449,0.342,50.6
2021,477132,SL,-1.7,-15,269,0.199,0.355,0.274,44.1,39.8,34.4,0.189,0.339,0.252,42.3
2021,607200,SIFT,0.7,7,267,0.341,0.537,0.425,12.8,12.4,15.3,0.303,0.478,0.375,44.4
2021,572971,SIFT,0.7,7,265,0.298,0.48,0.397,13.2,9.8,11.7,0.303,0.475,0.389,44.7
2021,592351,SL,-1.3,-12,265,0.156,0.3,0.258,38.8,37.4,26.2,0.159,0.267,0.235,34.3
2021,663465,FF,0.1,1,264,0.229,0.445,0.326,18.7,24.2,21.1,0.254,0.47,0.334,42.5
2021,663460,FF,-0.6,-7,262,0.217,0.355,0.318,20.8,20.6,19.1,0.244,0.412,0.347,39.8
2021,605540,FF,-0.9,-8,260,0.19,0.328,0.271,30.5,43.5,25.6,0.212,0.348,0.283,33.6
2021,594835,FF,-0.1,-1,260,0.237,0.525,0.352,17.3,19.2,16.8,0.26,0.539,0.366,43.3
2021,623167,FC,0.7,6,259,0.308,0.446,0.351,15.7,10,11.8,0.295,0.45,0.345,41.9
2021,642232,FC,1.1,11,258,0.325,0.582,0.409,15.3,16.7,14.8,0.289,0.497,0.359,34
2021,623167,FF,-0.7,-8,257,0.273,0.459,0.344,18,23,17.4,0.244,0.463,0.333,43.1
2021,605200,CH,1.6,13,256,0.258,0.472,0.343,36.5,26.2,23.1,0.247,0.392,0.303,32.7
2021,579328,FC,-0.5,-4,255,0.276,0.476,0.395,19.1,9,14.7,0.315,0.557,0.427,51.1
2021,425844,FF,-0.4,-4,255,0.267,0.492,0.345,11.9,17.3,19.8,0.291,0.505,0.355,47.2
2021,592662,SL,-1.2,-12,254,0.173,0.321,0.247,45.5,48,27.9,0.162,0.282,0.222,41.9
2021,570632,SIFT,1.1,9,253,0.308,0.471,0.393,17.1,10.3,15.6,0.299,0.454,0.374,49.5
2021,605397,SL,-1.5,-12,253,0.16,0.258,0.234,36.6,36,25.1,0.195,0.305,0.261,29.2
2021,656605,FF,0.3,3,253,0.313,0.495,0.39,17.7,19.8,17.6,0.282,0.473,0.368,46.5
2021,543101,SL,-1.3,-11,253,0.224,0.367,0.29,32.2,29.2,23.9,0.235,0.384,0.29,34.8
2021,543294,CH,1,8,252,0.268,0.444,0.337,24.1,15.1,13.1,0.259,0.415,0.304,24
2021,592767,SIFT,0.7,7,249,0.33,0.588,0.428,13.7,11.6,11.4,0.313,0.55,0.398,48.5
2021,450203,FF,-0.3,-3,248,0.23,0.355,0.3,23.2,27,19.3,0.233,0.392,0.311,40.4
2021,622491,SIFT,1.3,10,248,0.347,0.509,0.42,12.4,10.9,14.9,0.303,0.453,0.372,45
2021,615698,SIFT,-0.5,-4,248,0.238,0.39,0.312,17.3,21,21.8,0.248,0.396,0.307,34.7
2021,663978,FF,0.7,8,246,0.314,0.531,0.383,21.1,18.7,13.9,0.303,0.514,0.364,46.5
2021,666120,FF,-1.3,-13,246,0.216,0.349,0.287,21.1,21.1,19,0.242,0.409,0.319,40.6
2021,501381,FF,-0.9,-8,243,0.284,0.493,0.364,14.6,14.8,14.6,0.306,0.555,0.38,56.2
2021,502179,FF,0.4,4,243,0.289,0.524,0.369,11.8,14.4,14.2,0.289,0.539,0.364,49.7
2021,542881,FF,-0.1,-1,242,0.254,0.455,0.337,21.7,22.3,16.8,0.262,0.47,0.352,36.4
2021,453562,SIFT,2.3,21,240,0.373,0.632,0.479,11.6,10,13.9,0.306,0.539,0.402,43.3
2021,543766,FC,-1,-11,239,0.238,0.352,0.323,21.6,15.5,14,0.266,0.41,0.338,40.8
2021,621244,SV,-0.1,-1,239,0.2,0.339,0.259,34.7,40.6,26.1,0.199,0.359,0.25,34.8
2021,608718,FF,-1,-9,239,0.257,0.396,0.323,20.3,23,21.2,0.246,0.385,0.298,36.1
2021,622072,SL,-0.6,-4,239,0.184,0.313,0.262,39.9,38.1,31.5,0.189,0.3,0.253,37
2021,621121,SIFT,-0.4,-4,239,0.293,0.476,0.389,16.6,15.1,18.6,0.277,0.423,0.352,52.3
2021,458681,FF,-1.5,-16,238,0.187,0.297,0.255,32.5,35.7,23.5,0.173,0.298,0.24,45.9
2021,607644,FF,0.1,2,238,0.233,0.507,0.346,21.1,20.6,14.6,0.265,0.564,0.372,51.2
2021,592836,FF,0.2,2,234,0.221,0.469,0.325,24.3,29.1,21.1,0.229,0.477,0.327,47.3
2021,593423,SIFT,-0.6,-5,234,0.311,0.471,0.382,17.1,11.1,17.2,0.281,0.463,0.36,42.1
2021,622608,SL,0.6,4,234,0.282,0.472,0.347,26.9,24.4,20.9,0.237,0.391,0.297,46
2021,592767,CUKC,-0.2,-2,233,0.218,0.382,0.288,38.8,33.9,21.2,0.21,0.355,0.264,24.5
2021,645261,CH,-0.6,-4,233,0.229,0.346,0.289,30.8,28.8,23,0.235,0.361,0.289,37.8
2021,605400,CUKC,-0.6,-5,232,0.212,0.405,0.277,36.2,39.2,29,0.189,0.313,0.228,29.9
2021,621219,SIFT,-1.3,-10,232,0.299,0.455,0.361,10.4,11.2,13.6,0.307,0.454,0.359,45.7
2021,669211,FF,-0.7,-7,231,0.25,0.451,0.331,20,22.1,14.2,0.253,0.487,0.353,43.9
2021,593423,FF,-0.4,-3,230,0.214,0.405,0.309,24.5,27.8,20,0.245,0.469,0.332,50.3
2021,543243,SIFT,0,0,230,0.212,0.384,0.305,20.7,36.5,28.9,0.193,0.322,0.274,40
2021,622503,CH,-0.4,-2,230,0.258,0.376,0.318,28.3,22.2,23.4,0.238,0.354,0.287,34.6
2021,628711,SV,-2.2,-21,229,0.155,0.233,0.187,26.2,33.2,24.1,0.175,0.273,0.206,19.9
2021,664353,FF,-1.1,-10,227,0.237,0.423,0.298,19.8,16.7,15.7,0.264,0.493,0.334,40.8
2021,645261,SIFT,-1.7,-15,226,0.229,0.361,0.32,18,11.5,18.4,0.26,0.381,0.308,37
2021,425794,SIFT,-1.8,-15,226,0.174,0.224,0.234,9.5,22.1,22.2,0.23,0.341,0.292,46.7
2021,661269,FF,1.1,10,226,0.315,0.569,0.417,14.1,13.3,14.4,0.287,0.511,0.375,50.6
2021,605347,SIFT,0.9,7,226,0.287,0.456,0.372,13.4,16.4,20.3,0.275,0.446,0.362,43.7
2021,592761,FF,0.4,4,226,0.234,0.446,0.366,21.7,21.2,18.1,0.232,0.45,0.362,36.5
2021,605400,FF,-0.4,-4,225,0.265,0.471,0.352,22.4,23.6,19.8,0.257,0.522,0.36,45.4
2021,593144,FF,-1.6,-13,222,0.221,0.399,0.281,17.9,14.9,12.9,0.255,0.501,0.333,45
2021,622072,SIFT,-1.2,-13,222,0.251,0.41,0.334,20.5,20.3,19.4,0.273,0.453,0.356,44
2021,572971,CH,0.1,1,222,0.244,0.378,0.297,29.8,14.9,15.2,0.289,0.46,0.345,30.1
2021,543606,FF,-0.6,-6,221,0.236,0.4,0.317,23.2,24,16.3,0.227,0.414,0.315,40.7
2021,571578,SIFT,0.6,5,220,0.309,0.55,0.405,12.7,10.9,14.5,0.309,0.53,0.391,45.7
2021,592866,FF,-0.7,-5,219,0.274,0.442,0.362,19.2,22.8,20.8,0.253,0.418,0.335,35.7
2021,663460,CH,1.1,7,219,0.251,0.503,0.365,28,23.7,23.3,0.262,0.5,0.357,40.1
2021,657277,SIFT,-1.7,-14,218,0.276,0.392,0.328,16,11,20.2,0.272,0.383,0.321,42
2021,613534,SL,-0.9,-7,217,0.145,0.208,0.288,35.3,33.2,28.7,0.158,0.256,0.307,23.7
2021,677960,FF,1.2,11,217,0.332,0.613,0.426,16.3,16.1,15.4,0.306,0.545,0.384,49.7
2021,640470,SL,-1.1,-9,216,0.181,0.317,0.253,37.4,36.1,25.3,0.186,0.334,0.256,30.9
2021,656302,SL,-0.9,-8,216,0.176,0.264,0.253,50.1,43.1,28,0.148,0.226,0.218,25.7
2021,547943,CH,-0.1,0,216,0.256,0.414,0.32,25.3,14.8,14.1,0.274,0.41,0.318,31.6
2021,607644,CH,-0.3,-2,216,0.227,0.44,0.297,30,21.8,22.1,0.225,0.399,0.28,28.6
2021,542881,FC,-0.3,-2,215,0.254,0.415,0.31,22.5,23.3,22.1,0.244,0.37,0.281,28.7
2021,459429,FF,-1.1,-9,215,0.194,0.333,0.263,18.9,22.8,18.4,0.219,0.396,0.279,49
2021,668676,FF,1.9,18,214,0.325,0.623,0.439,17,14.5,13.2,0.32,0.633,0.429,54
2021,676596,SIFT,0.4,3,214,0.272,0.41,0.333,20.6,14.5,20.7,0.288,0.428,0.342,37
2021,640455,CH,-1.4,-10,213,0.238,0.327,0.27,31.2,23,17.9,0.228,0.337,0.268,38.3
2021,641745,SL,-0.4,-3,212,0.237,0.349,0.3,30.2,30.7,20.5,0.248,0.416,0.326,50
2021,554430,SL,-1.4,-11,211,0.196,0.317,0.251,30,30.3,26.3,0.224,0.342,0.269,31.1
2021,642232,CH,1.5,10,211,0.238,0.398,0.289,25.3,19,13.6,0.28,0.41,0.305,21.6
2021,518516,FC,-0.1,-1,210,0.263,0.468,0.345,21,17.1,14.8,0.249,0.413,0.317,39.2
2021,605135,SIFT,-1.1,-10,210,0.253,0.382,0.323,15.3,10.5,20,0.283,0.43,0.352,35.4
2021,517008,FC,0.4,3,209,0.23,0.372,0.306,31.9,23.9,21,0.222,0.389,0.277,37.1
2021,548389,FF,0.5,4,209,0.263,0.579,0.389,22.3,23.9,20.4,0.271,0.578,0.383,48.6
2021,656546,FF,0.5,4,208,0.276,0.518,0.411,24.1,19.2,18.6,0.263,0.472,0.376,44.7
2021,641927,FF,-1,-9,208,0.251,0.466,0.326,24.8,28.4,18.6,0.235,0.444,0.322,48.9
2021,608566,SL,-0.1,-1,207,0.245,0.448,0.329,40.1,31.9,30.3,0.207,0.346,0.266,34.4
2021,571578,FF,1.4,11,206,0.333,0.533,0.404,11.8,10.2,12.6,0.333,0.544,0.407,37.4
2021,672715,FF,-0.6,-5,204,0.228,0.37,0.309,23.1,18.1,15.3,0.259,0.47,0.338,44.7
2021,605452,SIFT,-1.1,-9,204,0.266,0.412,0.363,16.5,15.2,21.2,0.288,0.479,0.373,41.2
2021,663556,FF,-0.4,-3,204,0.308,0.5,0.39,19.3,15.7,19.5,0.322,0.573,0.411,55
2021,547943,FF,-0.1,-1,204,0.27,0.497,0.356,18.4,19.1,19.3,0.276,0.513,0.363,58.4
